Message,Datetime
觀塘繞道東行往將軍澳，近勵業街段快線有意外，一帶多車。,2015-05-28 HKT 19:01
因突發事故，夏愨道往中環方向近政府總部對開部份行車線受阻，一帶多車。,2015-05-28 HKT 19:00
灣仔菲林明道北行往海旁，近港灣道有壞巴士阻路，一帶擠塞。,2015-05-28 HKT 18:40
觀塘道往油塘方向，近開源道迴旋處一段擠塞，龍尾：牛頭角港鐵站。,2015-05-28 HKT 18:30
東區海底隧道港島入口，龍尾：東港中心。,2015-05-28 HKT 18:15
較早前漆咸道北往尖沙咀方向，近佛光街橋底慢線的交通意外已清理，車龍有待消散。,2015-05-28 HKT 18:03
香港仔隧道北行往灣仔方向擠塞，現正實施間歇性封閉措施。,2015-05-28 HKT 18:00
漆咸道北往尖沙咀方向，近佛光街橋底慢線有交通意外，龍尾：鶴園街。,2015-05-28 HKT 17:54
較早前龍翔道往荃灣方向，近星輝豪庭慢線的壞車已拖走，車龍有待消散。,2015-05-28 HKT 17:47
龍翔道往荃灣方向，近星輝豪庭慢線有壞車阻路，龍尾：星河明居。,2015-05-28 HKT 17:29
較早前薄扶林道往香港仔方向，近心光學校慢線的交通意外已清理，一帶交通回復正常。,2015-05-28 HKT 17:09
較早前青葵公路往機場方向，近瑪嘉烈醫院慢線的交通意外已清理，車龍有待消散。,2015-05-28 HKT 17:08
青葵公路往機場方向，近瑪嘉烈醫院慢線有交通意外，龍尾：呈祥道近清麗苑。,2015-05-28 HKT 17:00
受爆水管影響，九龍城賈炳達道往聯合道方向，近衙前塱道的部分行車線封閉。,2015-05-28 HKT 16:45
薄扶林道往香港仔方向，近心光學校慢線有交通意外，龍尾：瑪麗醫院。,2015-05-28 HKT 16:26
告士打道東行往北角及跑馬地方向擠塞，龍尾：夏愨道近政府總部。,2015-05-28 HKT 16:15
公主道往紅隧擠塞，龍尾：培正道橋底。,2015-05-28 HKT 16:00
受爆水管影響，半山麥當勞道落山方向，近聖保羅男女中學對出一段部份行車線封閉；長度超逾12米的車輛不准由花園道左轉入麥當勞道；受影響巴士路線須改道行駛。,2015-05-28 HKT 15:45
窩打老道往沙田方向，近九龍塘會一段擠塞，龍尾：培正道。,2015-05-28 HKT 15:30
加士居道往紅隧，龍尾：渡船街果欄。,2015-05-28 HKT 15:15
受較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線仍然封閉。,2015-05-28 HKT 15:00
干諾道中東行往灣仔方向，近大會堂一段車多，龍尾：國際金融中心。,2015-05-28 HKT 14:45
部份地區有雨，路面濕滑，駕駛人士請保持忍讓及特別小心駕駛。,2015-05-28 HKT 14:30
告士打道東行往紅隧擠塞，龍尾：夏愨道近政府總部。,2015-05-28 HKT 14:15
公主道往紅隧，龍尾：康莊道橋面。,2015-05-28 HKT 14:00
告士打道西行往灣仔北方向交通繁忙。,2015-05-28 HKT 13:40
東九龍走廊往紅隧，龍尾：溫斯勞街。,2015-05-28 HKT 13:25
較早前的塌樹已清理，紅磡‎漆咸道北行車隧道往機利士南路方向的唯一行車線解封，車龍有待消散。,2015-05-28 HKT 13:08
較早前屯門皇珠路往屯門公路方向，近友愛邨的慢線的交通意外已清理，車龍有待消散。,2015-05-28 HKT 12:59
受塌樹影響，紅磡‎漆咸道北行車隧道往機利士南路方向的唯一行車線封閉，影響到漆咸道北往觀塘方向擠塞，龍尾：西九龍走廊近山東街。,2015-05-28 HKT 12:50
屯門皇珠路往屯門公路方向，近友愛邨的慢線有交通意外，影響到青雲路及龍富路往皇珠路交通擠塞。,2015-05-28 HKT 12:42
較早前窩打老道往尖沙咀方向，近蘭開夏道的交通意外已清理，車龍有待消散。,2015-05-28 HKT 12:25
電車介乎屈地街至堅尼地城一段，東、西行線服務回復正常。,2015-05-28 HKT 12:12
窩打老道往尖沙咀方向，近蘭開夏道有交通意外，龍尾：浸會橋面。,2015-05-28 HKT 12:11
電車介乎屈地街至堅尼地城一段，東、西行線服務暫停。,2015-05-28 HKT 12:08
夏愨道往上環方向車多繁忙，龍尾：告士打道近菲林明道。,2015-05-28 HKT 12:00
龍翔道往荃灣方向，近星河明居中線有修路工程，龍尾：斧山道橋底。,2015-05-28 HKT 11:48
受路陷影響，貴洲街介乎美景街與土瓜灣道全線封閉；另外土瓜灣道往紅磡方向，近貴洲街的慢線封閉。,2015-05-28 HKT 11:35
受爆水管影響，九龍城賈炳達道往聯合道方向，近衙前塱道的部分行車線封閉。,2015-05-28 HKT 11:20
受爆水管影響，半山麥當勞道落山方向，近聖保羅男女中學對出一段部份行車線封閉。長度超逾１２米的車輛不准由花園道左轉入麥當勞道。受影響巴士路線須改道行駛。,2015-05-28 HKT 11:05
大角咀欣翔道因為路陷，往西九龍走廊方向近渡船街部份行車線封閉。,2015-05-28 HKT 10:49
堅拿道天橋往海底隧道交通正常。,2015-05-28 HKT 10:30
將軍澳隧道往九龍方向交通回復正常。,2015-05-28 HKT 10:15
較早前受特別事故影響而封閉的，石塘咀屈地街往皇后大道西方向，近德輔道西的全線已解封。,2015-05-28 HKT 10:00
公主道往紅隧，龍尾：愛民邨。,2015-05-28 HKT 09:45
受特別事故影響，石塘咀屈地街往皇后大道西方向，近德輔道西的全線封閉。德輔道西不能左轉屈地街（皇后大道西方向）。,2015-05-28 HKT 09:30
較早前龍翔道往荃灣方向，近鳯舞街橋底快線的交通意外已清理，交通回復正常。,2015-05-28 HKT 09:25
加士居道往紅隧，龍尾：渡船街果欄。,2015-05-28 HKT 09:15
較早前新田公路往元朗方向，近米埔隴路慢線的交通意外已清理，車龍有待消散。,2015-05-28 HKT 08:57
較早前荔枝角道往旺角方向，近長沙灣警署中線的壞車已拖走，車龍有待消散。,2015-05-28 HKT 08:45
龍翔道往荃灣方向，近鳯舞街橋底快線有交通意外，龍尾：彩虹邨。,2015-05-28 HKT 08:28
荔枝角道往旺角方向，近長沙灣警署的中線有壞車，龍尾：美孚西鐵站。,2015-05-28 HKT 08:17
新田公路往元朗方向，近米埔隴路的慢線有交通意外，龍尾：古洞路橋底。,2015-05-28 HKT 08:08
獅子山隧道公路往九龍，龍尾：新田圍邨。,2015-05-28 HKT 07:50
較早前受路陷影響，半山麥當勞道落山方向，近聖保羅男女中學對出一段唯一行車線已解封。,2015-05-28 HKT 07:36
受路陷影響，半山麥當勞道落山方向，近聖保羅男女中學對出一段唯一行車線封閉。,2015-05-28 HKT 07:17
將軍澳隧道出觀塘擠塞，龍尾：環保大道迴旋處。,2015-05-28 HKT 07:15
受較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線仍然封閉。,2015-05-28 HKT 07:00
受較早前路陷影響，土瓜灣貴洲街介乎美景街與土瓜灣道全線封閉；另外土瓜灣道往紅磡方向，近貴洲街的慢線仍然封閉。,2015-05-28 HKT 06:45
干諾道中行車隧道上環，管道內快線意外清場，龍尾有待消散。,2015-05-29 HKT 20:25
 干諾道中行車隧道上環，管道內快線有意外，龍尾：維多利亞公園落橋位。,2015-05-29 HKT 20:20
觀塘道往旺角，九龍灣段仍然多車。,2015-05-29 HKT 19:55
香港仔隧道往紅磡海底隧道方向的「間封」措施取消。,2015-05-29 HKT 19:40
干諾道中行車隧道往上環，管道內快線有意外，龍尾：夏愨道近分域街。,2015-05-29 HKT 19:30
獅子山隧道往沙田方向，管道內慢線曾經有壞車阻路，消散中龍尾：浸會橋面。,2015-05-29 HKT 19:25
干諾道中東行往灣仔，龍尾：信德中心。,2015-05-29 HKT 19:05
太子道西往旺角，近世運公園橋面段意外清場，消散中龍尾：新蒲崗。,2015-05-29 HKT 18:55
太子道西往旺角，近世運公園橋面段有意外，龍尾：啟德政府合署。,2015-05-29 HKT 18:45
龍翔道往荃灣，近獅子山隧道支路多車，龍尾：觀塘道近啟業邨。,2015-05-29 HKT 18:30
淺水灣道往黃竹坑方向，近麗景道的意外清場，但一帶仍然多車。,2015-05-29 HKT 18:17
西貢大網仔路近迴旋處段意外清場，封路重開，龍尾有待消散。,2015-05-29 HKT 18:09
東區海底隧道往九龍，龍尾：東港中心；獅子山隧道往沙田，龍尾：油站；大老山隧道往沙田，龍尾：隧道入口。,2015-05-29 HKT 18:05
九龍城賈炳達道近衙前塱道因爆水管而封閉的行車線，已經重開。,2015-05-29 HKT 17:50
淺水灣道往薄扶林方向，近麗景道有意外，龍尾：赤柱道。,2015-05-29 HKT 17:35
 灣仔告士打道來往方向分別多車，東行銅鑼灣方向龍尾：夏愨道近紅十字會總部：西行中環線龍尾：馬師道。,2015-05-29 HKT 17:25
西貢大網仔路近迴旋處有意外，一帶改為單線雙程行車，交通略為擠塞，往馬鞍山方向龍尾：西貢市中心；西沙路往大網仔路方向龍尾：澳頭。,2015-05-29 HKT 17:20
受多車影響，香港仔隧道往紅磡海底隧道及往灣仔的支路要改為「間歇性通車」。,2015-05-29 HKT 17:10
西貢大網仔路近迴旋處有意外，一帶改為單線雙程行車，交通略為擠塞； 西沙路往大網仔路方向亦塞車。,2015-05-29 HKT 16:55
較早前青山公路葵涌段往荃灣，近昌榮路的意外清場，消散中龍尾：葵芳。,2015-05-29 HKT 16:35
較早前西九龍走廊往荃灣，近昇悅居對開的壞車離開，消散中龍尾：港灣豪庭。,2015-05-29 HKT 16:25
青山公路葵涌段往荃灣，近昌榮路快線有意外，龍尾：葵芳。,2015-05-29 HKT 16:15
西九龍走廊往荃灣，近昇悅居對開慢線有壞車阻路，龍尾：東京街。,2015-05-29 HKT 16:10
較早前紅磡海底隧道往港島，近理工大學對開巴士站的意外清場，但一帶仍然多車。,2015-05-29 HKT 16:06
長青隧道往機場方向，青衣入口一帶交通回復正常。,2015-05-29 HKT 16:05
西區薄扶林道往中環，近蒲飛路、士美菲路一帶非常多車，龍尾：摩星嶺道。,2015-05-29 HKT 15:50
窩打老道往沙田，九龍塘一帶多車，龍尾：勞工子弟中學。,2015-05-29 HKT 15:35
長青隧道往機場方向，近隧道入口較早前有意外，龍尾：長青橋。,2015-05-29 HKT 15:20
紅磡海底隧道往港島，近理工大學對開巴士站慢線有意外，龍尾：公主道油站。,2015-05-29 HKT 15:00
告士打道東行過海，龍尾：夏愨道近紅十字會總部；東行銅鑼灣線，龍尾：紅棉路。,2015-05-29 HKT 14:55
中區干諾道中東行往灣仔方向多車，龍尾：海港政府大樓。,2015-05-29 HKT 14:40
九龍城賈炳達道因爆水管，往聯合道方向近衙前塱道部分行車線仍然封閉。,2015-05-29 HKT 14:30
南區鴨脷洲橋道有港鐵工程，由現在至1500，鴨脷洲橋道往香港仔方向近鴨脷洲徑交界有局部封路措施。,2015-05-29 HKT 14:15
西區薄扶林道近寶翠園段有臨時工程，往中環方向略為擠塞。,2015-05-29 HKT 14:00
屯門三聖街有天后寶誕慶祝活動，由現在至1600，三聖街一帶有間歇性封路措施。,2015-05-29 HKT 13:45
公主道往紅隧，龍尾：康莊道橋面。,2015-05-29 HKT 13:31
西區薄扶林道往中環，近寶翠園對開快線有修路工程，龍尾：蒲飛路。,2015-05-29 HKT 13:15
較早前沙頭角公路往上水，近龍躍頭鄉公所交通意外已清理，一帶車多。,2015-05-29 HKT 13:00
較早前廣東道往尖沙咀碼頭方向，近海港城快線壞車已拖走，一帶車多。,2015-05-29 HKT 12:50
龍翔道往觀塘方向，交通回復正常。,2015-05-29 HKT 12:35
較早前觀塘繞道往旺角方向，近勵業街慢線壞車已拖走，車龍有待消散，龍尾：麗港城。,2015-05-29 HKT 12:19
較早前觀塘道往觀塘，近彩石里慢線壞車已拖走，車龍有待消散，龍尾：龍翔道近彩虹邨。,2015-05-29 HKT 12:15
沙頭角公路往上水，近龍躍頭鄉公所有交通意外，龍尾：馬尾下段近安居花園。,2015-05-29 HKT 12:10
廣東道往尖沙咀碼頭方向，近海港城的快線有壞車，龍尾：柯士甸道。,2015-05-29 HKT 11:52
觀塘道往觀塘，近彩石里慢線有壞車，龍尾：龍翔道近彩虹邨。,2015-05-29 HKT 11:43
沙頭角公路往上水，近龍躍頭鄉公所有交通意外，龍尾：流水響道。,2015-05-29 HKT 11:30
龍翔道往荃灣方向，近黃大仙中心有修路工程，龍尾：斧山道橋道。,2015-05-29 HKT 11:15
沙頭角公路往上水，近龍躍頭鄉公所有交通意外，一帶擠塞。,2015-05-29 HKT 11:00
觀塘繞道往旺角方向，近勵業街慢線有壞車阻路，龍尾：麗港城。,2015-05-29 HKT 10:46
受活動影響，西貢宜春街部份路段封閉，另外年春街及萬年街部份路段會實施改道措施。,2015-05-29 HKT 10:45
龍翔道往觀塘方向，龍尾：星河明居。,2015-05-29 HKT 10:30
西九龍走廊去油麻地車多，龍尾：大角咀道。,2015-05-29 HKT 10:15
較早前偉業街天橋往九龍灣方向，近啟業邨慢線的壊車已拖走，消散中龍尾：天馬苑。另外影響太子道東往觀塘道慢車，龍尾：富豪東方酒店。,2015-05-29 HKT 09:59
較早前干諾道中天橋往灣仔，近海港政府大樓慢線的交通意外已清理。,2015-05-29 HKT 09:55
較早前亞皆老街往觀塘方向，近聯運街的交通意外已清理，一帶車多。,2015-05-29 HKT 09:48
較早前窩打老道去公主道，近對衡道的交通意外已清理，消散中龍尾：浸會橋面。,2015-05-29 HKT 09:30
干諾道中天橋往灣仔，近海港政府大樓慢線有交通意外，龍尾：中山紀念公園。,2015-05-29 HKT 09:15
窩打老道去公主道，近對衡道有交通意外，龍尾：龍翔苑。,2015-05-29 HKT 09:00
較早前屯門公路往九龍，近大欖段第二線的意外已清理，車龍消散中，龍尾：仁愛堂。,2015-05-29 HKT 08:55
偉業街天橋往九龍灣方向，近啟業邨慢線有壊車阻路，導致龍翔道往觀塘方向擠塞，龍尾：明愛醫院。另外，大老山隧道九龍灣出口往觀塘方向擠塞，太子道東往觀塘道亦擠塞，龍尾：富豪東方酒店。,2015-05-29 HKT 08:45
公主道往紅隧，龍尾：愛民邨。,2015-05-29 HKT 08:35
受交通意外影響，亞皆老街往觀塘方向，近聯運街第一線封閉，第二線解封，龍尾：西洋菜南街。,2015-05-29 HKT 08:19
屯門公路往九龍，近大欖段第二線有意外，龍尾：小欖。,2015-05-29 HKT 08:16
亞皆老街往觀塘方向，近聯運街第一，二線有交通意外，龍尾：西洋菜南街。,2015-05-29 HKT 08:00
偉業街天橋往九龍灣方向，近啟業邨慢線有壊車阻路，龍尾：彩虹邨。,2015-05-29 HKT 07:49
亞皆老街往觀塘方向，近聯運街第一，二線有交通意外，一帶車多。,2015-05-29 HKT 07:30
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-05-29 HKT 07:15
受較早前爆水管影響，九龍城賈炳達道往聯合道方向，近衙前塱道的部分行車線封閉。,2015-05-29 HKT 07:00
受較早前爆水管影響，半山麥當勞道落山方向，近聖保羅男女中學對出一段部份行車線已解封。,2015-05-29 HKT 06:45
較早前因爆水管而封閉的塘尾道往尖沙咀方向，近旺角道慢線解封。,2015-05-30 HKT 18:33
將軍澳隧道往九龍方向，龍尾：電話機樓。,2015-05-30 HKT 18:30
香港仔隧道北行往灣仔方向擠塞，現正實施間歇性封閉措施。,2015-05-30 HKT 18:18
較早前干諾道中西行往上環方向，近雪廠街快線的交通意外已清理，車龍有待消散。,2015-05-30 HKT 18:14
較早前干諾道中西行往上環方向，近雪廠街快線的交通意外未清理，龍尾：告士打道近馬師道。,2015-05-30 HKT 18:00
干諾道中西行往上環方向，近雪廠街快線有交通意外，龍尾：告士打道近分域街。,2015-05-30 HKT 17:39
較早前高士威道西行往灣仔方向，近摩頓臺慢線的壞車已拖走，車龍有待消散。,2015-05-30 HKT 17:24
較早前龍翔道往荃灣方向，近觀景台慢線的交通意外已清理，車龍有待消散。,2015-05-30 HKT 17:21
較早前荔景站附近的一段路軌出現裂痕，已完成臨時修復，然而為審慎起見，列車經過該路段要稍為減慢車速；荃灣綫來往中環站至荃灣站的列車服務維持每4分鐘一班。,2015-05-30 HKT 17:00
龍翔道往荃灣方向，近觀景台慢線有交通意外，龍尾：黃大仙中心。,2015-05-30 HKT 16:57
高士威道西行往灣仔方向，近摩頓臺慢線有壞車阻路，龍尾：琉璃街。,2015-05-30 HKT 16:53
較早前太子道東往觀塘方向，近譽港灣第2、3線的交通意外已清理，車龍有待消散。,2015-05-30 HKT 16:18
由於較早前荔景站附近有一段路軌出現裂痕，荃灣綫列車駛經荔景站至葵芳站路段時仍然需要慢駛；現時荃灣綫由中環站至荃灣站的車程可能較平常多15至20分鐘；荃灣綫來往中環站至荃灣站的列車服務維持每5分鐘一班；市民請預留充裕的乘車時間。,2015-05-30 HKT 16:00
較早前香港仔隧道北行方向的間歇性封閉措施已取消。,2015-05-30 HKT 15:39
太子道東往觀塘方向，近譽港灣第2、3線有交通意外，龍尾：富豪東方酒店。,2015-05-30 HKT 15:31
由於荔景站附近有一段路軌出現裂痕，荃灣綫列車駛經荔景站至葵芳站路段時需要慢駛；現時荃灣綫由中環站至荃灣站的車程可能較平常多10至15分鐘；荃灣綫來往中環站至荃灣站的列車服務維持每5分鐘一班；市民請預留充裕的乘車時間。,2015-05-30 HKT 15:15
較早前龍翔道往觀塘方向，近斧山道第2、3線的交通意外已清理，車龍有待消散。,2015-05-30 HKT 14:58
由於港鐵荔景站附近有信號故障，荃灣綫列車駛經荔景站至葵芳站路段時需要慢駛；現時荃灣綫由中環站至荃灣站的車程可能較平常多5至10分鐘；荃灣綫來往中環站至荃灣站的列車服務維持每4分鐘一班；市民請預留充裕的乘車時間。,2015-05-30 HKT 14:38
告士打道東行往北角及跑馬地方向擠塞，龍尾：夏愨道近政府總部。,2015-05-30 HKT 14:20
龍翔道往觀塘方向，近斧山道第2、3線有交通意外，龍尾：黃大仙中心。,2015-05-30 HKT 14:09
窩打老道往沙田方向，近九龍塘會一段擠塞，龍尾：勞工子弟中學。,2015-05-30 HKT 14:00
較早前柯士甸道往紅磡方向，近白加士街快線的交通意外已清理，車龍有待消散。,2015-05-30 HKT 13:36
干諾道中東行往灣仔方向，近大會堂一段車多，龍尾：國際金融中心。,2015-05-30 HKT 13:20
軒尼詩道、大坑道和高士威道一帶交通繁忙。,2015-05-30 HKT 13:00
柯士甸道往紅磡方向，近白加士街快線有交通意外，龍尾：渡船街。,2015-05-30 HKT 12:35
三號幹線去油麻地方向擠窒，龍尾：奧運站。,2015-05-30 HKT 12:20
受爆水管影響，塘尾道往尖沙咀近旺角道慢線封閉，一帶交通擠塞。,2015-05-30 HKT 12:00
公主道往紅隧，龍尾：康莊道橋面。,2015-05-30 HKT 11:40
堅拿道天橋往紅隧，龍尾：香港仔隧道收費廣場。,2015-05-30 HKT 11:20
西九龍走廊落橋往旺角方向擠塞，龍尾：南昌邨。,2015-05-30 HKT 11:00
較早前荔景站附近的信號故障已經修復，現時荃灣綫的列車服務，已逐步回復正常。,2015-05-30 HKT 10:38
西貢公路往西貢市中心方向車多繁忙。,2015-05-30 HKT 10:20
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-05-30 HKT 09:55
東九龍走廊往紅隧，龍尾：佛光街橋底。,2015-05-30 HKT 09:38
由於港鐵荔景站附近有信號故障，列車需要額外行車時間，現時荃灣線由中環站至荃灣站的車程可能較平時多5至10分鐘。,2015-05-30 HKT 09:20
受較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線仍然封閉。,2015-05-30 HKT 09:05
告士打道東行往紅隧，龍尾：汽車會。,2015-05-30 HKT 08:45
公主道往紅隧，龍尾：康莊道橋面。,2015-05-30 HKT 08:30
受路陷影響，貴洲街介乎美景街與土瓜灣道全線封閉；另外土瓜灣道往紅磡方向，近貴洲街的慢線封閉。,2015-05-30 HKT 08:15
現時各區交通大致暢順，駕駛人士請緊記小心駕駛。,2015-05-30 HKT 08:00
較早前屯門公路往九龍，汀九橋的支路有交通意外，但已清理，一帶車多。,2015-05-30 HKT 07:40
受緊急維修影響，彌敦道往深水埗方向，近登打士街的快線封閉。,2015-05-31 HKT 18:20
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-05-31 HKT 18:00
公主道往紅隧，龍尾：康莊道橋面。,2015-05-31 HKT 17:45
受較早前爆水管影響，長沙灣道往美孚方向，近興華街的快線封閉；長沙灣道往旺角方向，近興華街的第三線封閉；以及興華街往深旺道方向，近長沙灣道的慢線封閉。,2015-05-31 HKT 17:25
堅拿道天橋往紅隧，龍尾：皇后大道東。,2015-05-31 HKT 17:00
受較早前路陷影響，大角咀欣翔道往西九龍走廊方向，近渡船街的部份行車線仍然封閉。,2015-05-31 HKT 16:40
加士居道往紅隧方向交通正常。,2015-05-31 HKT 16:20
較早前受障礙物影響而封閉的，中環民祥街往上環方向，近地下隧道一段全線解封。,2015-05-31 HKT 15:56
為配合道路工程，由現在至下午六時，連接干德道至羅便臣道，於干德道５６號外的支路將會臨時封閉，禁止所有車輛駛入。,2015-05-31 HKT 15:42
受路陷影響，貴洲街介乎美景街與土瓜灣道全線封閉；另外土瓜灣道往紅磡方向，近貴洲街的慢線封閉。,2015-05-31 HKT 15:30
為配合港島遊行活動，由下午一時開始，軒尼詩道西行線；介乎莊士敦道與軒尼詩道之間的盧押道；金鐘道西行線；皇后大道中西行線；皇后大道西西行線；干諾道西西行線及西邊街需實施間歇性封閉，直至人群散去為止。道路封閉期間，車輛將可能被禁止離開位於遊行路線沿途的停車場。,2015-05-31 HKT 15:14
受特別事故影響，中環民祥街往上環方向，近地下隧道一段全線封閉。,2015-05-31 HKT 14:50
長沙灣道往美孚方向，近貿易廣場對開有爆水管事故，一帶車多。,2015-05-31 HKT 14:40
堅拿道天橋往紅隧交通暫時正常。,2015-05-31 HKT 14:20
受活動影響，西貢宜春街部份路段封閉，另外年春街及萬年街部份路段會實施改道措施。,2015-05-31 HKT 14:00
紅磡海底隧道九龍入口，近收費廣場對開一段車多。,2015-05-31 HKT 13:40
較早前受塌樹影響而封閉的，東頭灣道往赤柱監獄方向，近香港航海學校的唯一行車線現已解封。,2015-05-31 HKT 13:11
為配合中環及灣仔繞道工程，由現在至下午3時30分，所有由會議道(東行)往博覽道東(北行)的車輛須改經博覽道(北行)及博覽道中(東行)；以及所有由菲林明道(北行)往博覽道東(北行)的車輛(包括城巴第25A號線及九巴第961號線)須改經會議道(西行)、博覽道(北行)及博覽道中(東行)後，返回博覽道東(北行)。有關地點將設置適當交通標誌，指導駕駛人士。,2015-05-31 HKT 13:00
受較早前塌樹影響，東頭灣道往赤柱監獄方向，近香港航海學校的唯一行車線封閉，上址實施單線雙程行車。,2015-05-31 HKT 12:20
較早前淺水灣道往黃竹坑方向，近門牌５０號的交通意外已清理好，車龍消散中。,2015-05-31 HKT 12:11
淺水灣道往黃竹坑方向，近門牌５０號有交通意外，一帶車多。,2015-05-31 HKT 11:50
為配合道路工程，由現在至下午六時，連接干德道至羅便臣道，於干德道５６號外的支路將會臨時封閉，禁止所有車輛駛入。,2015-05-31 HKT 11:40
受緊急維修影響，彌敦道往深水埗方向，近登打士街的快線封閉。,2015-05-31 HKT 11:20
為配合港島遊行活動，由下午一時開始，軒尼詩道西行線；介乎莊士敦道與軒尼詩道之間的盧押道；金鐘道西行線；皇后大道中西行線；皇后大道西西行線；干諾道西西行線及西邊街需實施間歇性封閉，直至人群散去為止。道路封閉期間，車輛將可能被禁止離開位於遊行路線沿途的停車場。,2015-05-31 HKT 11:00
受塌樹影響，赤柱東頭灣道來回方向，近香港航海學校全線封閉。,2015-05-31 HKT 10:31
受意外事故影響，薄扶林道近心光學校對開一段，來往方向仍然封閉，往香港仔方向較擠塞。駕駛人士可以考慮改行域多利道或香港仔隧道往香港仔。,2015-06-01 HKT 20:30
加士居道天橋今晚有臨時工程，凌晨 1 時至上午 6 時，往大角咀方向會封閉。受影響的車輛可改行路面。,2015-06-01 HKT 20:10
南區黃竹坑道今晚有港鐵工程，由凌晨零時至早上0530期間，黃竹坑道北行往香港仔隧道方向，近黃竹坑老人服務綜合大樓快線封閉；反方向，近黃竹坑新圍村快線亦有封路措施。,2015-06-01 HKT 20:05
告士打道東行銅鑼灣線多車，龍尾：紅十字會總部。,2015-06-01 HKT 20:00
山頂纜車有維修保養工程，服務暫停。,2015-06-01 HKT 19:40
龍翔道往荃灣，近獅子山隧道支路的壞車已經離開，一帶只是多車。,2015-06-01 HKT 19:30
龍翔道往荃灣，近獅子山隧道支路有壞車阻路，龍尾：蒲崗村道。,2015-06-01 HKT 19:16
受意外事故影響，薄扶林道近心光學校對開一段，來往方向仍然封閉，一帶交通擠塞；駕駛人士可以考慮改行域多利道來往香港仔及中環。,2015-06-01 HKT 19:10
屯門公路往屯門，深井段快線意外清場，但一帶仍然多車。,2015-06-01 HKT 19:06
屯門公路往屯門，深井段快線有意外，龍尾：汀九。,2015-06-01 HKT 18:56
大老山隧道九龍入口，龍尾：彩虹隔音槽。,2015-06-01 HKT 18:45
東區海底隧道港島入口，龍尾：東港中心。,2015-06-01 HKT 18:30
獅子山隧道九龍入口，窩打老道往沙田方向龍尾：油站。,2015-06-01 HKT 18:15
堅拿道天橋往紅隧，龍尾：香港仔隧道管道出口。,2015-06-01 HKT 18:00
較早前薄扶林道近心光學校的交通意外未清理，來回方向全線封閉，一帶擠塞；駕駛人士可以考慮改行域多利道來往香港仔及中環。,2015-06-01 HKT 17:45
較早前大老山隧道往沙田方向，管道內慢線的壞車已拖走，消散中龍尾：龍翔道橋面。,2015-06-01 HKT 17:28
薄扶林道近心光學校有交通意外，來回方向全線封閉。,2015-06-01 HKT 17:19
大老山隧道往沙田方向，管道內慢線有壞車阻路，龍尾：彩虹隔音槽。,2015-06-01 HKT 17:11
較早前因突發事故而封閉的紅磡庇利街往海旁方向，介乎馬頭圍道至崇安街一段解封。,2015-06-01 HKT 17:01
加士居道天橋往大角咀方向車多，龍尾：康莊道橋底。,2015-06-01 HKT 16:45
紅磡海底隧道九龍入口，近收費廣場對出一段車多。,2015-06-01 HKT 16:30
告士打道東行往紅隧，龍尾：演藝學院。,2015-06-01 HKT 16:15
3號幹線往油麻地方向擠塞，龍尾：奧運站。,2015-06-01 HKT 16:00
公主道往紅隧，龍尾：康莊道橋面。,2015-06-01 HKT 15:45
窩打老道往沙田，九龍塘段多車，龍尾：亞皆老街。,2015-06-01 HKT 15:30
半山旭龢道有水務工程，介乎羅便臣道至屋蘭士街的一段旭龢道已經封閉；另外，連接屋蘭士街至旭龢道西行的一段支路亦要封閉。(至8/6  1800),2015-06-01 HKT 15:18
受爆水管影響，長沙灣道往美孚方向，近興華街中線封閉；興華街往海旁方向，近長沙灣道慢線亦封閉。,2015-06-01 HKT 15:00
西貢市中心有慶賀天后寶誕活動，宜春街、年春街、萬年街分別有臨時封路改道安排。專綫小巴2、3、3A、4 及4A號的總站會臨時遷往萬年街。宜春街的士站暫停使用。 ,2015-06-01 HKT 14:45
紅磡庇利街有突發事故，往海旁方向介乎馬頭圍道至崇安街一段封閉。馬頭圍道來往的車輛亦不能轉往庇利街。,2015-06-01 HKT 14:23
部份地區有雨，駕駛人士請特別小心駕駛。,2015-06-01 HKT 14:05
堅拿道天橋過海多車，龍尾：香港仔隧道管道內。,2015-06-01 HKT 14:00
為配合中環灣仔繞道工程，灣仔北博覽道有臨時交通安排，所有長逾10米的車輛，禁止由博覽道東行經「會展」停車場調頭。,2015-06-01 HKT 13:45
受維修保養工程影響，山頂纜車今日暫停服務，新巴路線第１５號現已改行位於花園道的中環纜車總站，並將在有需要時加強服務，以配合乘客的需求。,2015-06-01 HKT 13:30
較早前龍翔道往觀塘方向，近黃大仙中心快線交通意外已清理，一帶仍然車多。,2015-06-01 HKT 13:21
較早前偉業街天橋往九龍灣方向，近啓業邨對開橋面慢線壞車已拖走，車龍有待消散，龍尾：龍蟠苑。,2015-06-01 HKT 13:15
龍翔道往觀塘方向，近黃大仙中心的快線有交通意外，一帶擠塞。,2015-06-01 HKT 13:02
